Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Admission grade,Educational special needs,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target
9070,1,1,121,111,0,1,1,0,19,0,6,9,5,12,0,0,6,10,4,11,0,1
9119,1,1,148,148,0,1,1,0,18,0,5,6,5,16,0,0,5,8,5,16,0,1
9991,0,12,133,120,0,1,1,0,28,7,13,13,7,10,0,5,11,13,5,10,0,0
9119,1,1,140,125,0,1,1,0,18,0,5,5,0,0,0,0,5,5,0,0,0,2
9254,1,1,132,120,0,1,1,1,20,0,6,7,6,13,0,0,6,8,6,13,0,1
9130,1,1,140,127,0,1,1,0,18,0,6,7,6,14,0,0,6,9,6,14,0,1
9147,1,1,112,106,0,1,1,0,19,0,5,7,5,10,0,0,5,6,4,10,0,1
9500,1,1,100,100,0,1,1,0,24,0,8,16,2,10,1,0,8,16,2,10,1,0
9085,1,1,126,123,0,1,1,0,21,0,6,0,0,0,0,0,6,0,0,0,0,0
9670,1,1,150,139,0,1,1,1,20,0,6,7,6,14,0,0,6,6,6,14,0,1
9003,1,39,150,150,0,1,1,0,21,0,6,12,5,13,0,0,6,6,5,12,0,1
9556,1,1,144,139,0,1,1,0,24,0,7,7,7,12,0,0,8,10,7,13,0,1
9991,0,1,133,154,0,1,1,0,27,0,5,0,0,0,0,0,5,0,0,0,0,0
9147,1,1,120,115,0,0,1,0,19,0,5,8,4,12,0,0,5,9,5,10,0,2
8014,0,1,133,119,0,1,1,0,39,3,9,10,9,13,0,2,7,8,7,13,0,1
33,1,1,133,96,0,1,1,0,25,0,7,13,2,15,0,0,7,12,2,11,0,0
171,1,3,130,130,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
9070,1,1,133,128,0,1,1,0,19,6,12,12,12,13,0,6,12,12,12,13,0,1
9773,1,1,124,126,0,1,1,1,21,0,6,8,5,13,0,0,6,6,4,14,0,1
9991,0,40,130,130,0,1,1,0,27,0,5,0,0,0,0,0,5,0,0,0,0,0
9147,1,1,124,116,0,1,1,0,19,0,5,6,0,0,0,0,5,6,0,0,0,2
9500,1,1,132,125,0,1,1,0,18,0,8,8,7,13,0,0,8,8,7,13,0,2
9670,1,3,110,110,0,1,1,0,27,7,12,12,9,12,0,6,11,11,6,13,0,0
9773,1,1,127,133,0,1,1,0,18,0,6,6,6,13,0,0,6,7,5,11,0,0
9130,1,1,130,117,0,1,1,0,19,0,5,14,2,11,2,0,5,8,5,11,3,2
9003,1,39,140,140,0,1,1,0,19,0,6,15,3,13,0,0,6,9,1,12,0,0
9003,1,39,150,150,0,1,1,0,22,0,6,12,3,13,0,0,6,12,3,12,0,2
9238,1,1,133,133,0,1,0,0,18,0,6,6,6,13,0,0,6,6,6,12,0,1
9773,1,1,109,137,0,1,0,1,18,0,6,7,6,12,0,0,6,8,5,12,0,1
9147,1,1,133,128,0,1,0,0,23,7,11,18,11,15,1,2,6,7,6,14,0,0
171,1,1,133,129,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
9773,1,1,134,129,0,1,1,0,18,0,6,7,6,13,0,0,6,7,6,12,0,1
9773,1,1,125,129,0,1,1,0,18,0,6,6,6,12,0,0,6,8,6,12,0,1
9119,1,1,135,121,0,1,1,0,18,0,5,7,5,11,0,0,5,9,3,12,0,2
9773,1,1,132,141,0,1,1,0,20,0,6,6,6,11,0,0,6,6,6,12,0,1
9773,1,1,135,129,0,1,1,0,20,0,6,6,5,12,0,0,6,11,3,12,0,1
9070,1,39,100,106,0,1,1,0,21,2,7,7,5,11,0,5,9,9,5,11,0,0
171,1,1,144,121,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2
9119,1,1,125,121,0,1,1,0,20,0,5,7,5,15,0,0,5,7,5,14,0,0
171,1,1,133,117,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2
9119,1,39,130,130,0,1,1,0,19,0,5,9,2,12,0,0,5,10,3,11,0,2
9670,1,1,117,117,0,1,1,0,20,0,6,9,6,14,0,0,6,7,6,13,0,1
9085,1,39,140,140,0,1,1,0,19,2,6,10,4,12,0,1,6,16,2,12,0,0
9119,1,1,132,133,0,1,1,0,19,0,5,7,3,12,0,0,6,10,2,10,0,0
9119,1,1,133,100,0,1,1,0,24,2,8,8,7,13,0,1,6,8,6,11,0,2
9670,1,1,132,119,0,1,1,0,18,0,6,6,3,12,0,0,6,11,4,11,0,0
9119,1,1,148,129,0,0,1,1,18,0,5,6,5,15,0,0,5,6,5,14,0,2
9238,1,1,133,131,0,1,0,0,18,0,6,7,5,13,0,0,6,7,5,11,0,0
9773,1,1,143,136,0,1,0,0,18,0,6,6,6,12,0,0,6,6,6,13,0,1
9238,1,1,143,126,0,1,0,1,21,0,6,7,6,13,0,0,6,7,6,13,0,1
9085,1,1,133,109,0,1,0,0,18,0,6,13,4,12,0,0,6,15,5,11,0,0
9500,1,1,141,131,0,1,0,1,18,0,7,7,7,15,0,0,8,8,8,16,0,1
9238,1,1,140,140,0,1,0,1,18,0,6,6,6,13,0,0,6,6,6,16,0,1
8014,0,1,134,120,0,1,0,0,23,0,6,8,4,11,0,0,6,6,0,0,0,0
9147,1,1,118,113,0,1,0,0,21,0,5,9,3,11,0,0,5,9,4,11,0,1
9238,1,1,135,121,0,1,0,0,20,0,6,13,1,10,0,0,6,13,1,13,0,2
8014,0,1,119,112,0,1,0,0,26,4,7,15,7,11,0,2,6,14,2,11,0,0
9773,1,1,145,131,0,1,0,1,18,0,6,6,6,12,0,0,6,10,5,11,0,2
171,1,1,143,142,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
9670,1,1,123,125,0,0,0,1,19,0,6,6,6,13,0,0,6,7,6,14,0,1
9500,1,1,108,107,0,1,0,1,20,0,7,10,6,12,0,0,8,9,7,13,0,1
9773,1,1,117,110,0,0,0,0,19,0,6,7,6,12,0,0,6,10,2,10,0,0
9238,1,39,140,136,0,1,0,0,21,3,6,8,3,12,0,2,6,6,2,12,0,2
9254,1,1,170,138,0,1,0,0,33,5,10,14,9,12,0,5,9,14,7,13,0,1
9085,1,1,157,142,0,1,0,0,18,0,5,7,4,12,0,0,5,6,4,12,0,1
9500,1,6,141,145,0,1,0,0,21,12,21,33,18,14,12,12,21,33,18,14,12,1
9773,1,1,125,125,0,1,0,0,19,0,6,6,6,13,0,0,6,7,6,11,0,1
9853,1,19,133,108,0,0,0,0,33,0,7,7,7,12,0,0,7,8,6,12,0,2
9500,1,1,143,128,0,1,0,0,18,0,7,10,7,14,0,0,8,8,8,13,0,1
9670,1,1,142,128,0,1,0,1,18,0,6,8,6,14,0,0,6,7,6,13,0,1
9773,1,1,150,146,0,1,0,1,20,0,6,6,6,13,0,0,6,7,6,12,0,1
9254,1,1,112,106,0,0,0,0,20,0,6,0,0,0,0,0,6,0,0,0,0,0
8014,0,1,133,118,0,1,0,1,20,0,6,6,6,11,0,0,6,12,5,14,0,1
9085,1,1,125,117,0,1,0,1,19,0,5,6,4,12,0,0,5,8,5,13,1,1
9238,1,1,121,115,0,1,0,1,19,0,6,7,6,11,0,0,6,6,6,11,0,1
9238,1,1,133,117,0,1,0,0,21,0,6,8,6,12,0,0,6,7,6,12,0,1
9085,1,1,133,144,0,1,0,0,26,0,6,11,3,11,0,0,6,19,4,12,0,2
9238,1,1,135,127,0,1,0,0,21,0,6,0,0,0,0,0,6,0,0,0,0,0
9500,1,1,132,118,0,1,0,0,18,0,8,8,7,12,0,0,8,8,7,12,0,1
9853,1,19,133,118,0,1,0,0,27,0,7,14,6,11,0,0,7,10,1,10,0,0
9070,1,1,135,126,0,1,0,1,20,5,12,12,12,13,0,5,12,12,11,12,0,1
9670,1,39,110,110,0,1,0,0,21,0,6,8,5,11,0,0,6,8,4,13,2,2
9556,1,1,133,124,0,1,0,1,18,0,7,7,7,13,0,0,8,8,8,15,0,1
9085,1,39,140,140,0,1,0,0,20,1,6,13,6,12,0,1,6,11,5,11,0,2
9773,1,1,135,129,0,1,0,0,18,0,6,6,6,12,0,0,6,7,6,12,0,1
9238,1,39,140,141,0,1,0,1,20,3,6,6,6,12,0,2,6,6,6,12,0,1
9085,1,1,144,132,0,1,0,1,19,0,5,10,3,12,1,0,5,7,3,13,0,1
9500,1,1,122,116,0,1,0,0,20,0,7,8,6,13,0,0,8,8,7,14,0,1
9991,0,1,143,135,0,1,0,1,20,0,5,5,5,12,0,0,5,6,5,12,0,1
9085,1,39,150,150,0,1,0,0,20,0,5,10,2,14,1,0,5,7,4,11,0,2
9238,1,1,124,116,0,1,0,0,19,0,6,7,0,0,0,0,5,5,0,0,0,0
9773,1,1,156,155,0,1,0,0,18,0,6,7,6,14,0,0,6,8,6,13,0,1
9085,1,1,142,127,0,1,0,0,18,0,5,7,3,12,0,0,5,9,5,12,0,1
9500,1,1,142,130,0,1,0,1,19,0,7,10,6,12,0,0,8,8,7,12,0,1
9500,1,1,126,121,0,1,0,0,19,0,7,8,6,13,0,0,8,10,7,13,0,0
9003,1,19,133,140,0,1,1,0,43,0,6,8,6,12,0,0,6,14,5,12,0,2
9070,1,1,170,148,0,1,1,0,47,8,10,14,8,14,0,5,7,7,5,13,0,0
9147,1,1,130,109,0,0,1,0,23,0,3,3,0,0,0,0,2,2,0,0,0,0
9238,1,1,133,119,0,1,0,1,19,0,6,8,6,12,0,0,6,7,6,12,0,1
9500,1,1,122,122,0,1,0,0,20,0,8,11,6,12,0,0,8,11,6,12,0,1
171,1,1,138,147,0,1,0,1,19,6,12,12,12,13,0,4,11,12,11,14,0,1
9085,1,1,163,150,0,1,0,0,19,0,6,13,6,16,0,0,6,8,6,14,0,1
9085,1,39,150,150,0,1,0,0,19,2,6,8,6,14,0,1,6,7,6,13,0,1
8014,0,19,133,131,0,1,0,1,39,0,6,9,6,11,0,0,6,9,4,13,0,1
9070,1,1,144,127,0,1,0,1,20,0,6,6,6,12,0,0,6,8,6,13,0,1
9070,1,1,118,111,0,1,0,0,21,0,6,6,6,12,0,0,6,6,6,12,0,1
9238,1,1,101,119,0,0,0,0,22,5,11,16,9,10,0,2,10,20,4,11,1,1
9773,1,1,133,133,0,1,0,0,19,0,6,11,1,13,0,0,5,10,0,0,0,0
9670,1,1,133,140,0,1,0,0,22,0,6,6,6,15,0,0,6,6,6,16,0,1
9853,1,1,124,113,0,1,0,1,19,0,6,8,6,12,0,0,6,7,6,12,0,1
171,1,1,127,120,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,1,1,133,119,0,1,1,0,26,0,5,9,5,12,0,0,5,5,5,10,0,2
9991,0,1,110,121,0,0,1,0,36,0,5,5,0,0,0,0,5,5,0,0,0,0
171,1,1,110,117,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1
9147,1,1,160,110,0,1,1,0,30,0,5,8,2,11,0,0,5,6,4,11,0,0
9003,1,1,120,134,0,1,1,0,24,0,6,7,6,15,0,0,6,10,6,15,0,0
9147,1,1,133,125,0,1,1,0,26,11,15,15,11,10,0,12,14,15,11,11,1,0
9147,1,1,132,119,0,0,1,0,19,0,5,16,1,12,0,0,5,6,0,0,0,0
9238,1,1,130,146,0,1,1,0,34,0,6,8,5,12,0,0,6,11,4,11,0,1
9130,1,1,130,130,0,1,1,0,33,0,5,12,1,13,2,0,5,7,3,14,0,2
9147,1,1,129,122,0,1,1,0,19,0,5,8,5,11,1,0,5,10,4,10,0,1
9119,1,1,130,118,0,0,1,0,26,0,5,11,1,10,0,0,5,14,1,11,0,0
9670,1,1,140,105,0,1,1,0,29,0,6,7,1,14,0,0,6,6,0,0,0,0
9119,1,1,131,123,0,1,1,1,19,0,5,9,5,12,0,0,5,8,2,12,0,0
171,1,1,129,124,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
9991,0,19,133,149,0,0,1,0,29,0,5,11,2,11,0,0,5,9,1,12,0,0
9254,1,1,112,108,0,1,1,0,21,0,6,6,6,12,0,0,6,7,5,11,0,1
9254,1,1,119,125,0,1,1,0,19,0,6,7,5,10,0,0,6,10,2,10,0,2
9500,1,1,133,101,0,1,1,0,20,0,7,14,5,12,0,0,8,15,7,11,0,1
9085,1,1,123,112,0,1,1,0,18,0,5,5,0,0,0,0,5,5,0,0,0,0
9070,1,1,131,120,0,1,1,0,18,0,6,6,6,12,0,0,6,8,5,11,0,2
9147,1,1,120,111,0,1,1,1,21,0,5,5,5,12,0,0,5,9,3,12,0,2
9147,1,1,125,134,0,1,1,0,20,0,5,0,0,0,0,0,5,0,0,0,0,0
9119,1,1,133,101,0,1,1,1,30,0,5,11,0,0,0,0,5,5,0,0,0,0
9670,1,1,121,111,0,1,1,0,19,0,6,6,6,14,0,0,6,6,6,14,0,1
9147,1,1,148,118,0,1,1,0,30,0,5,7,5,13,0,0,5,7,4,13,0,0
9147,1,1,139,127,0,1,1,1,22,0,5,8,5,11,0,0,5,13,4,11,0,1
171,1,1,125,120,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1
9070,1,1,128,136,0,0,1,0,19,0,6,6,6,12,0,0,6,8,5,11,0,0
9670,1,1,132,124,0,1,1,0,21,0,5,7,3,12,0,0,5,5,4,11,0,0
9085,1,1,137,141,0,1,1,0,21,0,5,7,4,12,0,0,5,7,5,12,0,1
171,1,39,160,160,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,1,1,120,110,0,1,1,0,27,0,5,13,3,10,0,0,5,9,3,10,0,0
33,1,1,134,100,0,1,1,0,32,0,7,7,0,0,0,0,7,8,0,0,0,0
9670,1,12,133,120,0,0,1,0,40,0,6,13,0,0,0,0,6,6,0,0,0,0
9147,1,1,116,124,0,1,1,0,20,0,5,9,2,14,0,0,5,10,2,12,0,2
9130,1,39,140,140,0,1,1,0,20,1,5,8,2,11,0,1,5,13,2,11,0,0
171,1,1,140,124,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
9147,1,1,122,118,0,1,1,0,21,0,5,11,2,10,0,0,5,13,0,0,0,0
9670,1,1,141,130,0,1,1,0,18,0,6,6,6,13,0,0,6,0,0,0,0,0
9003,1,1,120,120,0,1,1,0,19,0,6,17,1,11,0,0,6,19,0,0,0,2
9070,1,3,140,140,0,0,1,0,30,0,6,6,1,10,0,0,6,6,0,0,0,0
9003,1,12,133,130,0,1,1,0,29,0,6,17,0,0,2,0,6,8,0,0,0,0
9119,1,1,137,130,0,1,1,0,18,0,5,10,1,12,0,0,5,7,3,10,2,0
9670,1,1,122,116,0,1,1,1,18,0,5,6,4,12,0,0,5,5,5,12,0,0
9003,1,39,130,130,0,1,1,0,22,4,10,21,5,11,1,2,7,13,6,11,0,0
9991,0,1,140,124,0,0,1,0,27,0,5,5,0,0,0,0,5,5,0,0,0,0
9670,1,1,125,125,0,1,1,0,20,0,6,8,4,14,0,0,6,10,5,14,0,1
8014,0,2,110,110,0,1,1,0,42,8,12,12,11,14,0,7,11,11,10,14,0,1
9003,1,1,133,115,0,1,1,0,21,8,12,13,12,14,0,4,12,14,12,14,0,1
9500,1,1,132,129,1,1,1,0,23,0,7,10,6,12,0,0,8,10,7,11,0,1
9070,1,1,122,128,0,1,1,0,21,4,12,13,5,13,0,4,12,12,4,13,0,0
171,1,1,155,144,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1
9238,1,1,120,134,0,1,1,1,40,0,6,7,6,12,0,0,6,10,4,12,0,0
9147,1,1,129,112,0,1,1,0,22,5,9,9,5,11,0,5,9,14,7,11,2,0
9500,1,1,144,128,0,1,1,0,19,0,7,7,6,13,0,0,7,7,6,13,0,1
9119,1,1,130,134,0,1,1,1,24,0,5,8,5,11,0,0,5,8,4,14,0,2
9254,1,1,133,125,0,1,1,0,21,0,6,10,5,11,0,0,6,14,2,11,0,2
9119,1,1,133,123,0,1,1,0,18,0,5,5,5,13,0,0,5,6,5,14,0,1
9119,1,1,131,118,0,1,1,0,18,0,5,10,0,0,0,0,5,10,2,11,4,0
9670,1,1,133,116,0,1,1,0,24,0,6,11,5,12,0,0,6,12,5,13,0,0
9119,1,1,133,123,0,1,1,1,28,0,5,16,3,14,0,0,5,9,5,12,0,2
9670,1,1,118,113,0,1,0,1,19,0,6,9,5,13,0,0,6,6,6,14,0,1
9085,1,40,120,125,0,1,0,0,28,0,6,8,6,14,0,0,6,12,4,15,0,2
9853,1,1,133,134,0,1,0,0,18,0,6,12,0,0,0,0,6,12,0,0,0,0
171,1,1,145,149,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1
9500,1,1,125,119,0,1,0,1,19,0,8,8,8,12,0,0,8,8,8,12,0,1
9130,1,1,125,125,0,1,0,0,21,0,5,6,0,0,5,0,5,6,4,13,1,1
9500,1,1,148,135,0,1,0,0,18,0,7,0,0,0,0,0,8,0,0,0,0,0
9070,1,1,139,138,0,1,0,0,19,0,6,6,6,14,0,0,6,6,6,13,0,1
9500,1,1,130,122,0,1,0,0,19,0,8,8,7,13,0,0,8,8,7,13,0,1
9070,1,1,148,148,0,1,0,0,20,7,12,12,10,14,0,8,12,12,12,14,0,1
9773,1,1,130,126,0,1,0,0,18,0,6,6,6,11,0,0,6,6,5,12,0,1
9500,1,6,134,129,0,1,0,0,20,0,7,7,6,14,0,0,7,7,6,14,0,1
9085,1,19,133,104,0,1,0,0,26,0,5,11,1,12,1,0,5,12,0,0,4,0
9500,1,1,137,126,0,1,0,0,18,0,7,8,7,13,0,0,8,9,8,15,0,0
8014,0,1,130,120,0,1,0,0,58,0,6,14,5,12,0,0,6,10,5,11,0,1
9500,1,1,137,124,0,1,0,0,18,0,7,10,7,13,0,0,8,8,8,13,0,1
9085,1,1,130,130,0,1,0,0,20,0,6,13,5,11,0,0,6,19,4,12,0,2
9991,0,1,140,127,0,1,0,0,20,0,5,0,0,0,0,0,5,0,0,0,0,0
9147,1,1,150,122,0,1,0,0,29,13,15,19,13,11,0,12,14,17,14,11,0,1
9238,1,3,130,125,0,0,0,0,27,0,6,8,0,0,0,0,5,6,0,0,0,0
9085,1,1,133,110,0,1,0,1,21,0,6,8,6,13,0,0,6,11,6,13,0,1
9238,1,1,134,129,0,1,0,1,20,0,6,6,6,11,0,0,6,8,6,11,0,1
9238,1,1,125,114,0,1,0,1,19,0,6,13,6,11,0,0,6,9,5,12,0,1
9500,1,1,141,125,0,1,0,1,22,0,7,9,6,13,0,0,8,12,6,13,0,1
9070,1,1,138,125,0,1,0,1,19,0,6,6,6,12,0,0,6,6,6,13,0,1
9773,1,1,116,115,0,0,0,0,19,0,6,6,3,11,0,0,6,6,0,0,0,0
9853,1,1,122,112,0,1,0,0,23,0,6,8,5,13,0,0,6,8,5,11,0,2
9773,1,1,131,127,0,1,0,1,18,0,6,6,6,13,0,0,6,7,5,13,0,0
9130,1,39,140,140,0,1,0,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
9003,1,39,140,140,0,1,0,0,20,0,6,10,5,11,0,0,6,7,5,12,0,1
9238,1,1,127,120,0,1,0,1,19,0,6,6,6,13,0,0,6,7,6,13,0,1
9085,1,19,133,100,0,0,0,1,26,0,6,7,0,0,0,0,6,6,0,0,0,0
9238,1,1,117,113,0,1,0,1,18,0,6,6,6,13,0,0,6,7,6,14,0,1
9085,1,1,150,132,0,1,0,0,29,4,5,11,4,12,2,1,5,11,2,12,0,0
9003,1,39,160,160,0,0,0,0,20,0,6,10,6,13,0,0,6,10,6,13,0,1
9070,1,1,128,126,0,1,0,0,19,0,6,6,6,13,0,0,6,6,6,12,0,1
9085,1,39,160,160,0,1,0,0,23,1,6,12,4,13,0,1,6,17,2,13,0,2
9556,1,1,126,100,0,1,0,0,25,2,7,10,3,13,0,1,8,10,3,11,4,2
9500,1,1,135,125,0,1,0,0,18,0,8,8,7,13,0,0,8,8,7,13,0,1
9070,1,1,139,142,0,1,0,1,19,0,6,6,6,12,0,0,6,6,6,12,0,1
9853,1,1,125,119,0,1,0,0,18,0,7,10,7,12,0,0,7,7,7,13,0,1
9500,1,1,106,106,0,1,0,1,19,0,7,9,5,13,0,0,7,9,6,12,0,2
8014,0,40,120,120,0,1,0,0,36,6,10,15,4,13,0,5,9,10,4,13,0,0
9003,1,39,150,150,0,1,1,1,20,0,6,18,3,12,0,0,6,17,3,11,0,2
171,1,1,130,148,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
9238,1,1,116,108,0,1,1,0,18,0,6,9,5,11,0,0,6,12,0,0,0,0
9003,1,39,130,130,0,1,1,0,19,0,6,8,5,11,0,0,6,11,6,11,0,2
9238,1,1,140,124,0,0,1,0,20,3,9,9,3,13,0,2,6,6,2,12,0,0
9500,1,1,134,131,0,1,1,0,18,0,7,9,7,14,0,0,8,10,8,13,0,1
9130,1,39,130,130,0,1,1,0,20,2,6,9,4,11,0,1,6,13,3,10,0,0
9119,1,1,122,116,0,0,1,0,24,0,5,8,0,0,0,0,5,5,0,0,0,0
9773,1,1,128,125,0,1,1,0,19,0,6,6,0,0,0,0,6,0,0,0,0,0
9119,1,1,130,121,0,1,1,0,18,0,5,9,1,12,0,0,5,10,2,12,3,0
9119,1,1,113,107,0,1,1,0,18,0,5,8,5,14,0,0,5,6,5,13,0,1
9254,1,1,126,116,0,1,1,0,18,0,6,8,6,13,0,0,6,7,5,11,0,1
9670,1,1,135,123,0,1,1,0,22,0,6,12,0,0,0,0,6,6,0,0,0,0
9670,1,1,141,130,0,1,1,0,19,0,6,8,6,14,0,0,6,7,6,13,0,1
9085,1,12,133,140,0,0,0,0,32,0,6,7,0,0,0,0,6,6,0,0,0,0
9853,1,1,133,117,0,1,0,1,21,0,6,12,0,0,0,0,6,12,0,0,0,0
9500,1,1,144,127,0,1,0,1,19,0,8,8,7,13,0,0,8,8,7,13,0,1
8014,0,1,140,126,0,1,0,1,39,3,9,9,9,13,0,2,7,10,7,11,0,1
8014,0,10,100,113,0,1,0,0,30,3,9,11,9,12,0,2,7,7,7,12,0,1
9147,1,1,135,130,0,1,0,0,18,0,5,10,4,10,1,0,5,13,2,10,0,0
9991,0,1,130,110,0,1,0,0,38,4,10,14,4,10,0,2,10,10,2,10,0,0
9070,1,1,147,135,0,1,0,0,20,0,6,6,6,13,0,0,6,6,6,13,0,1
8014,0,19,149,126,0,1,0,0,55,0,6,6,6,13,0,1,6,6,6,12,0,1
9070,1,2,130,130,0,1,0,0,53,15,18,18,17,13,0,13,18,18,16,13,0,0
8014,0,1,120,104,0,1,0,0,54,0,6,8,4,12,0,0,6,12,5,12,0,0
9500,1,1,125,123,0,1,0,1,18,0,7,8,5,12,0,0,7,8,5,12,0,2
8014,0,1,133,121,0,0,0,0,44,2,8,12,4,12,2,2,7,9,4,12,2,0
9238,1,1,149,130,0,1,0,0,28,8,11,11,9,11,0,8,11,13,9,12,0,1
8014,0,43,180,180,0,1,0,0,37,12,14,14,14,16,0,8,11,11,11,16,0,1
9238,1,1,110,112,0,1,0,0,20,8,10,14,9,12,0,3,7,10,7,11,0,1
9500,1,1,131,126,0,1,0,0,18,0,7,8,7,12,0,0,8,11,7,12,0,2
9238,1,1,117,111,0,1,1,0,19,0,6,9,4,11,0,0,6,12,3,11,0,0
9003,1,1,120,131,0,1,1,1,23,17,18,19,18,11,0,12,13,13,13,12,0,1
9238,1,1,160,144,0,1,1,0,22,0,6,0,0,0,0,0,6,0,0,0,0,0
9254,1,1,100,115,0,0,1,0,24,0,6,0,0,0,0,0,6,0,0,0,0,0
9003,1,39,140,120,0,1,1,0,22,0,6,13,5,13,0,0,6,13,2,11,0,2
9003,1,1,160,168,0,1,1,0,26,0,6,9,0,0,0,0,6,6,0,0,0,0
9773,1,1,141,127,0,1,1,0,18,0,6,6,6,15,0,0,6,6,6,14,0,1
9130,1,39,130,150,0,1,1,0,24,2,6,8,4,11,0,1,6,8,2,13,0,0
9119,1,1,142,129,0,1,1,0,18,0,5,5,0,0,0,0,5,6,1,15,0,2
171,1,1,130,135,0,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
9254,1,19,133,100,0,1,1,0,27,0,6,11,3,11,0,0,6,10,3,14,0,0
9003,1,39,140,140,0,1,1,1,20,0,6,10,5,12,0,0,6,6,5,13,0,1
9119,1,1,129,124,0,1,1,0,19,0,5,10,0,0,0,0,5,10,1,14,3,0
9085,1,1,148,131,0,1,1,1,18,0,6,8,6,15,0,0,6,9,4,15,0,0
9500,1,1,143,129,0,1,1,0,18,0,8,8,7,12,0,0,8,8,7,12,0,1
9670,1,1,128,135,0,1,1,0,19,0,6,7,5,13,0,0,6,10,5,13,0,2
9070,1,1,100,108,0,1,1,0,34,7,12,12,7,11,0,4,12,12,7,11,0,2
9238,1,1,116,110,0,1,1,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
9773,1,1,128,124,0,1,1,1,19,0,6,10,4,14,0,0,6,9,6,12,0,1
9003,1,1,120,100,0,1,1,0,30,3,12,12,3,12,0,5,12,16,5,11,0,0
9773,1,1,121,123,0,0,1,0,22,0,4,4,0,0,4,0,5,8,3,12,0,0
9147,1,1,137,131,0,0,1,0,19,0,5,13,4,10,0,0,5,7,3,11,0,0
9147,1,1,115,118,0,1,1,0,21,0,5,9,1,10,0,0,5,10,1,10,0,0
171,1,1,129,122,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
9254,1,1,125,122,0,1,1,1,19,0,6,7,6,11,0,0,6,12,3,11,0,2
9238,1,1,125,118,0,1,1,0,20,0,6,12,4,11,0,0,6,13,3,11,0,2
9003,1,19,133,100,0,1,1,0,35,0,6,13,3,11,0,0,6,10,0,0,0,0
9147,1,1,131,135,0,1,1,0,20,0,5,8,1,10,0,0,5,7,1,11,0,0
9130,1,1,133,138,0,1,1,0,21,0,5,8,3,14,0,0,5,5,5,12,0,1
9085,1,12,133,128,0,0,1,0,27,0,5,5,0,0,0,0,5,5,0,0,0,0
9773,1,1,114,107,0,0,1,0,26,0,6,12,3,12,0,0,6,15,0,0,0,0
9773,1,1,127,129,0,0,1,0,20,0,6,10,0,0,0,0,5,10,0,0,0,0
9003,1,1,130,100,0,0,1,0,28,4,10,19,8,11,0,2,8,17,5,11,1,0
9773,1,1,121,113,0,1,1,0,19,0,6,6,6,13,0,0,6,6,6,13,0,1
9991,0,1,120,107,0,0,1,0,47,0,5,5,0,0,0,0,5,5,0,0,0,0
9773,1,12,120,130,0,0,1,0,55,0,6,8,5,11,0,0,6,9,5,12,0,0
9003,1,1,120,120,0,1,1,0,39,0,6,8,0,0,0,1,6,8,2,11,0,0
9003,1,1,120,120,0,1,1,0,35,14,17,17,14,10,1,12,12,12,12,10,0,0
9238,1,1,133,120,0,0,1,0,32,0,6,10,2,11,0,0,6,12,0,0,0,0
9773,1,1,124,137,0,1,1,0,20,0,6,6,6,16,0,0,6,6,6,16,0,1
9254,1,1,150,115,0,1,1,0,36,0,6,8,6,13,0,0,6,9,5,13,0,1
9991,0,19,133,142,0,1,1,1,34,0,5,11,5,14,0,0,5,14,5,14,5,1
9670,1,1,116,116,0,1,1,0,21,0,5,8,0,0,0,0,5,5,0,0,0,0
9991,0,1,133,136,0,1,1,1,42,0,5,14,1,10,0,0,5,14,1,11,0,0
9003,1,19,133,134,0,1,1,0,25,0,6,15,1,11,0,0,6,13,4,11,0,0
9773,1,1,167,153,0,1,1,1,18,0,6,6,1,11,0,0,6,0,0,0,0,0
